ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed
SE-40015486,PR-40018230,Bambini ELC Mitchells Lane,Bambini Childcare Group Pty Ltd,Centre-Based Care,121 Mitchells Lane,SUNBURY,VIC,3429,385521222,,megan@bambinielc.com.au,,96,24/05/2019,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Feb-20,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015494,PR-40018550,Officer One Early Education Group,OFFICER ELC ONE PTY LTD,Centre-Based Care,6 Parker St,OFFICER,VIC,3809,390888800,,director.officer@onelearn.com.au,,129,3/07/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015495,PR-40003115,Learn Smart Early Learning Centre - Berwick,LEARN SMART EARLY LEARNING CENTRES PTY LTD,Centre-Based Care,193 Soldiers Rd,BERWICK,VIC,3806,87893717,,jagbir.brar@gmail.com,,103,28/05/2019,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-20,,,,,,,,,,,Yes,No,No,No,No,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015499,PR-40010110,Amiga Montessori Cranbourne North,Alamanda Montessori Centre Pty Ltd ATF Alamanda Montessori Centre Trust,Centre-Based Care,2-10 Arbourlea Bvd,CRANBOURNE NORTH,VIC,3977,341184002,,cranbournenorth@amiga-montessori.com.au,,120,20/08/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015507,PR-40002234,TeamKids - Hastings Primary,Team Holiday Pty Ltd,Centre-Based Care,10/20 Hodgins Rd,HASTINGS,VIC,3915,1300035000,,info@teamkids.com.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a. the service does not operate on any day the Victorian Emergency Management Commissioner declares to be a day of ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b. the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulation include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c. the Emergency Management Plan (EMP) is kept up to date,  reflects the service’s operating context and includes:
       i. a list of the service’s emergency contact details;
      ii. procedures for monitoring and managing bushfire risks and events;
     iii. Procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
      iv. procedures for notifying families of children enrolled at the service of any closure;
       v. procedures for reviewing and updating the Emergency Management Plan(EMP).
d. the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e. by 1 September of each year, submit a copy of the service’s Emergency Management Plan (EMP)
        i. to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal; and
       ii. where a service operates from a school premises, to the principal of the school. ",69,18/03/2019,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-20,,,,,,,,,,,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:30,18:30,7:30,18:30,7:30,18:30,7:30,18:30,7:30,18:30,,,,,No
SE-40015514,PR-40019866,Winchelsea Early Learning Centre,BISMARK CREST PTY. LTD.,Centre-Based Care,63 Hesse St,WINCHELSEA,VIC,3241,352974677,,winchelseaelc@gmail.com,Between the hours of 7.30am to 8.30am and 5.30pm to 6.30pm while the children are unable to access the outdoor areas the approved provider must ensure that service has adequate planning and routines to meet the needs of children with regards to not being able to use the outdoor area.,74,28/06/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015527,PR-00002539,Camp Australia - Haddon Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,398 Sago Hill Rd,HADDON,VIC,3351,439738740,,opsadmin@campaustralia.com.au,,40,18/04/2019,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Apr-20,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,,,,,15:25,18:30,15:25,18:30,15:25,18:30,15:25,18:30,15:25,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No
SE-40015582,PR-40018873,Nilma Primary School OSHC,NILMA PRIMARY SCHOOL COUNCIL,Centre-Based Care,"Nilma Primary School, 76 Bloomfield Rd",NILMA,VIC,3821,356232963,,nilma.ps@edumail.vic.gov.au,,15,9/04/2019,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,,,,,,,,,,,,,,,No
SE-40015606,PR-00002502,Birchip Early Learning Centre,Young Mens Christian Association Of Ballarat Inc,Centre-Based Care,43-47 Campbell St,BIRCHIP,VIC,3483,490529213,,birchip.kin@kindergarten.vic.gov.au,,50,16/04/2019,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,,,8:30,16:00,,,,,8:30,17:30,,,,,8:30,17:30,,,,,,,,,,,,,,,,,,,,,No
SE-40015629,PR-40010289,Village Early Education Baranduda,Village Early Education Group Pty Ltd ATF Village Early Education Trust,Centre-Based Care,5 Glenwood Bvd,BARANDUDA,VIC,3691,,,baranduda@villageeducation.com.au,"1)	As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.	the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.	the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.		the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
i.	a list of the service’s emergency contact details;
ii.	procedures for monitoring and managing bushfire risks and events;
iii.	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
iv.	procedures for notifying families of children enrolled at the service of any closure;
v.	procedures for reviewing and updating the Emergency Management Plan (EMP).
d.	the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.	by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.",113,18/11/2019,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No
SE-40015632,PR-40010289,Village Early Education Wodonga,Village Early Education Group Pty Ltd ATF Village Early Education Trust,Centre-Based Care,236 Beechworth Rd,WODONGA,VIC,3690,260568506,,emily@villageeducation.com.au,,152,15/10/2019,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No
SE-40015655,PR-00002539,Camp Australia - Pentland Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,164 Halletts Way,BACCHUS MARSH,VIC,3340,406413948,,opsadmin@campaustralia.com.au,,30,18/04/2019,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,6:30,8:40,6:30,8:40,6:30,8:40,6:30,8:40,6:30,8:40,,,,,15:10,18:30,15:10,18:30,15:10,18:30,15:10,18:30,15:10,18:30,,,,,,,,,,,,,,,,,,,No
SE-40015665,PR-40018474,Watsonia Early Learning Centre,High Street ELC Pty Ltd ATF High Street ELC Unit Trust,Centre-Based Care,10 - 12 High Street,WATSONIA,VIC,3087,390051084,,brooke@cclpc.com.au,,88,21/08/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015673,PR-40016291,Nino Early Learning Adventures - Footscray,KIDSCARE OPERATIONS PTY LTD,Centre-Based Care,282-288 Geelong Road,FOOTSCRAY,VIC,3011,385088120,,footscray@ninoELA.com.au,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space. The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",145,7/08/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015701,PR-40012831,GREEN LEAVES EARLY LEARNING CLOVERTON,GREEN LEAVES (VIC7) EARLY LEARNING CENTRES PTY LTD,Centre-Based Care,2 Design Way,KALKALLO,VIC,3064,397452435,,cloverton@greenleaveselc.com.au,,124,2/01/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015702,PR-00002360,Little Beacons Learning Centre - Berwick,Beaconhills Christian College Ltd,Centre-Based Care,92 Kangan Dr,BERWICK,VIC,3806,1300002225,,vicki.reid@beaconhills.vic.edu.au,,187,26/11/2019,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015745,PR-40017978,Wantirna South Early Learning Centre,Wantirna South Childcare Pty Ltd ATF The Wantirna South Childcare Trust,Centre-Based Care,1342-1344 High Street Road,WANTIRNA SOUTH,VIC,3152,385785373,,anna@advancechildcare.com.au,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space. The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",134,1/08/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015749,PR-40017980,Fitzroy Early Learning Centre,FITZROY CHILDCARE PTY LTD ATF The Fitzroy Childcare Trust,Centre-Based Care,300-302 Nicholson St,FITZROY,VIC,3065,383901133,,info@fitzroyelc.com.au,The Approved Provider is required to ensure the internal glass fence along the Rose Street boundary of level 1 is free from objects or equipment that could increase the risk of a child climbing over the fence.,150,17/02/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015787,PR-40000153,Nido Early School Moonee Valley,Think Childcare Services Pty Ltd,Centre-Based Care,2b McPherson St,MOONEE PONDS,VIC,3039,370199217,,deewr@thinkchildcare.com.au,"The approved provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space. The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces. The approved provider must ensure that children have access to outdoor space located on the ground floor of the education and care service as part of their daily program.",91,21/06/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015788,PR-40000153,Nido Early School Airport West,Think Childcare Services Pty Ltd,Centre-Based Care,58-64 Parer Rd,AIRPORT WEST,VIC,3042,390706150,,deewr@thinkchildcare.com.au,,110,14/06/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015800,PR-40016161,Amiga Montessori Bendigo,AMIGA MONTESSORI HOLDINGS PTY. LTD.,Centre-Based Care,384-386 Napier St,WHITE HILLS,VIC,3550,354071391,,bendigo@amiga-montessori.com.au,,120,17/01/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015804,PR-40016161,Amiga Montessori Saltwater Coast,AMIGA MONTESSORI HOLDINGS PTY. LTD.,Centre-Based Care,"Shop 16, 16 Kenswick St",POINT COOK,VIC,3030,390884793,,saltwatercoast@amiga-montessori.com.au,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space.
 The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",104,13/02/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015818,PR-40018558,Explorers Early Learning - Williams Landing,SLK TRADING WILLIAMS LANDING PTY LTD,Centre-Based Care,2 Fogarty Street,WILLIAMS LANDING,VIC,3027,03 7020 1900,,alicia.holmes@eel.com.au,,168,2/07/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015820,PR-40018925,Maples Early Learning - Mernda,SLK TRADING MERNDA PTY LTD,Centre-Based Care,310 Bridge Inn Rd,MERNDA,VIC,3754,03 7020 1448,,alicia.holmes@eel.com.au,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space.


 The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",107,6/08/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015823,PR-00002569,Kids Kingdom Learning centre,St Mary A.C.M Pty Ltd ATF Mikhail Discretionary Trust,Centre-Based Care,5-7 Pecks Rd,SYDENHAM,VIC,3037,03 8382 2452,,enquiry@kidskingdomlearning.com.au,,60,12/08/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,6:30,8:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015829,PR-00002614,The Hive Early Learning Centre Sunshine,Al-ishraaq Pty Ltd ATF Ahsan's Family Trust,Centre-Based Care,424 Ballarat Rd,SUNSHINE NORTH,VIC,3020,03 9310 1751,,Rebecca@i9education.com.au,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space.
 The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces. The approved provider must comply with the conditions of the Environmental Management Plan (EMP) during site operation.
",128,20/08/2019,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No
SE-40015834,PR-00000898,Great Beginnings Taylors Lakes,G8 Education Limited,Centre-Based Care,910 Old Calder Hwy,KEILOR,VIC,3036,383220181,,taylorslakes@greatbeginnings.com.au,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space.
 The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.
",126,12/08/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,6:00,19:00,6:00,19:00,6:00,19:00,6:00,19:00,6:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015840,PR-40004402,Laverton OSHClub,OSHCLUB PTY LTD,Centre-Based Care,"Laverton College, 91 Bladin St",LAVERTON,VIC,3028,427620302,,jagvicsa@junioradventuresgroup.com.au,,45,1/05/2019,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,,,,,14:45,18:30,14:45,18:30,14:45,18:30,14:45,18:30,14:45,18:30,,,,,6:45,18:30,6:45,18:30,6:45,18:30,6:45,18:30,6:45,18:30,,,,,No
SE-40015929,PR-40000153,Nido Early School Shepparton,Think Childcare Services Pty Ltd,Centre-Based Care,2-10 St Georges Rd,SHEPPARTON,VIC,3630,03 58491655,,shepparton@nidoearlyschool.com.au,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space.

 The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",83,26/07/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015936,PR-00000898,Great Beginnings Keysborough,G8 Education Limited,Centre-Based Care,362 Cheltenham Road,KEYSBOROUGH,VIC,3173,387269048,,keysborough@greatbeginnings.com.au,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space.
 The Approved Provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.  The Approved Provider must engage an appropriate expert such as fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur at the first rehearsal of the emergency and evacuation procedure. The report prepared must identify:
a)	the service;
b)	the date and time of the rehearsal;
c)	the total time taken to evacuate the building;
d)	the location to which building occupants were evacuated to;
e)	the number of children and educators in attendance on the day;
f)	the profile of children (ages, any disabilities) with respect to the children’s rooms operating at the time of the rehearsal; and
g)	any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service.
 The Approved Provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt.
 The Approved Provider must ensure that all staff have read and are familiar with the supervision plan and risk assessment for the ground floor outdoor space. ",134,5/08/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,7:00,19:00,7:00,19:00,7:00,19:00,7:00,19:00,7:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015976,PR-00002409,Brookfield Early Learning Centre,Grace Children Services Pty Ltd,Centre-Based Care,78-84 Black Dog Dr,BROOKFIELD,VIC,3338,397470890,,philliphamza1@gmail.com,,80,25/08/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40015977,PR-00006824,Aurora Early Education Doncaster,Little Angels Holdings Pty Ltd,Centre-Based Care,104 Church Rd,DONCASTER,VIC,3108,388208400,,sheela.edwards@auroraearlyeducation.com.au,"This is a multi-level service and it is recommended service approval is granted subject to the following conditions;

The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space.

The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.
",116,14/08/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016020,PR-40016384,Journey Early Learning Centre Thomastown,JOURNEY GROUP HOLDINGS 2 PTY LTD ATF Journey ELC No. 21 UNIT TRUST,Centre-Based Care,2 Charles Street,THOMASTOWN,VIC,3074,387466900,,thomastown@journey.edu.au,"The approved provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space. The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces. The approved provider must engage an appropriate expert such as fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur before 01 December 2020. The report prepared must identify:
  a) the service;
  b) the date and time of the rehearsal;
  c) the total time taken to evacuate the building;
  d) the location to which building occupants were evacuated to;
  e) the number of children and educators in attendance on the day;
  f) the profile of children (ages, any disabilities) with respect to the children’s rooms operating at the time of the rehearsal; and
  g) any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service.
The approved provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt.",80,10/12/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016021,PR-00009233,Beacon House Montessori Centre,Triple G Investments Pty Ltd ATF Hewagama Family Trust,Centre-Based Care,54 Railway Pde,DANDENONG,VIC,3175,397948057,,info@beaconhousemontessori.com.au,"The Approved Provider must ensure appropriate measures are taken to mitigate any potential risks regarding the operation of the service whilst the playgroup is running concurrently.  The Approved Service can only educate and care for 26 children while the 8 place playgroup is run in room one. 
",34,14/02/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,8:00,17:30,8:00,17:30,8:00,17:30,8:00,17:30,8:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
